,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
46,Sách - 30 Món Ăn Đặc Sắc Từ Thịt Heo (Nguyễn Dzoãn Cẩm Vân),https://salt.tikicdn.com/cache/280x280/ts/product/fb/9a/76/75ab156b375474b9aa3387c94ec4418e.jpg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân,       Nhà Cung Cấp: Cty Văn Hóa Việt Thư   Tác giả: Nguyễn Dzoãn Cẩm Vân   NXB: NXB Văn Hóa Thông Tin   Năm XB 01-2015   Trọng lượng: 150(gr)   Kích Thước: 20.5 x 14.5   Số trang: 64   Hìn...,37000,oem,,,,64,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
47,500 Món Chay Thanh Tịnh - Tập 16,https://salt.tikicdn.com/cache/280x280/ts/product/3e/a6/43/13cc08d1f0327b2f51d7bbb040e665ef.jpg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân,"Bộ sách 500 Món Chay Thanh Tịnh giới thiệu 500 công thức nấu các món chay của chuyên gia ẩm thực Nguyễn Dzoãn Cẩm Vân, giúp các bà nội trợ có thêm nhiều sự lựa chọn hơn trong các bữa ăn hàng ngày cũng...",26950,Công Ty TNHH Văn Hóa Việt Thư,,14.5 x 20.5 cm,Bìa mềm,64,Nhiều Nhà Xuất Bản,,,,
48,Sách - How food works - Hiểu hết về thức ăn (tặng kèm bookmark thiết kế),https://salt.tikicdn.com/cache/280x280/ts/product/46/34/01/07ba529e4133919010c931f3d2aa0468.jpg,Nấu ăn,Nhiều Tác Giả,"       Dịch giả: Trần Trương Phúc Hạnh   Nhà xuất bản: Thế Giới   Số trang: 255   Kích thước: 19,5 x 23,5 cm   Ngày phát hành: 22-01-2019   Giới thiệu sách   Hướng dẫn đơn giản nhất và trực ...",234000,Nhã Nam,,,,,Nhà Xuất Bản Thế Giới,,,,
49,"sách - Kỹ Thuật Chế Biến Bún, Mì, Cháo, Phở",https://salt.tikicdn.com/cache/280x280/ts/product/02/bc/b0/0bce3c4d5190a76c6d1ce1377bcfe529.jpg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân,       Tác giả: Nguyễn Dzoãn Cẩm Vân   Nhà xuất bản: Hồng Đức   Năm xuất bản: 2019   Số trang: 174   Khổ sách (kích thước): 14.5 x 20.5 cm   Loại bìa: Bìa mềm   BÚN MỌC   VẬT LIỆU:   - 500...,28600,Công Ty TNHH Văn Hóa Việt Thư,,,Bìa mềm,174,Nhà Xuất Bản Hồng Đức,,,,
50,Sách - 500 Món Chay Thanh Tịnh - Tập 6,https://salt.tikicdn.com/cache/280x280/ts/product/b7/8e/c4/21f7bbae9ff2ab53231f6f4752472365.jpg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân,       Tác giả: Nguyễn Dzoãn Cẩm Vân   Nhà xuất bản: NXB Hồng Đức   Năm xuất bản: 2017   Số trang: 64   Giới thiệu sách:   ...,21450,Công Ty TNHH Văn Hóa Việt Thư,,,Bìa mềm,64,Nhà Xuất Bản Hồng Đức,,,,
51,Những Món Nướng Đặc Sắc (Tái Bản 2013),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img242_4_1.jpg,Nấu ăn,Quỳnh Chi,Những Món Nướng Đặc Sắc (Tái Bản 2013) Mục Lục 01. Thịt gà nướng 02. Cánh gà nướng gừng 03. Đùi gà nướng xốt cam 04. Chân gà rút xương nướng sa tế 05. Bò nướng mè 06. Bò nướng mỡ chài 07. Bò n...,20350,Công Ty TNHH Văn Hóa Việt Thư,2013-09-01 00:00:00,14.5 x 20.5 cm ,Bìa mềm,64,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
52,555 Món ăn Việt Nam - Kỹ Thuật Chế Biến Và Giá Trị Dinh Dưỡng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/5/5/555-mon-an-vn.jpg,Nấu ăn,Hải Yến,"555 Món ăn Việt Nam - Kỹ Thuật Chế Biến Và Giá Trị Dinh Dưỡng Mục lục: Rau quả Thủy sản Gia cầm Lương thực Bánh, keo, mứt Giải khát Món chay...",45000,Nhà sách Minh Thắng,2009-05-01 00:00:00,13 x 19 cm,Bìa mềm,492,Nhà Xuất Bản Từ Điển Bách Khoa,,,,
53,Món Chay Đãi Khách,https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/o/mon-chay-dai-khach_1.jpg,Nấu ăn,Đỗ Kim Trung,"Món Chay Đãi Khách Trong xu thế ẩm thực ngày nay, ai cũng muốn bữa ăn gia đình mình thật bổ dưỡng và hạn chế tối đa những thực phẩm khó tiêu hoá, vì thế một bữa ăn nhiều loại rau củ ít thịt cá là sự ...",20350,Việt Thư,2013-11-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
54,Song Ngữ Anh - Việt CBKPTGXQ - Chim,https://salt.tikicdn.com/cache/280x280/ts/product/ea/d8/8e/e230c5f8a106cd6653a5686abb06bbc9.jpg,Nấu ăn,Hải Phạm,"Xung quanh bé biết bao điều kỳ thú và trẻ nhỏ luôn tò mò về thế giới để tìm hiểu, khám phá.Bộ sách “Cùng bé khám phá thế giới xung quanh” sẽ giúp bố mẹ hướng dẫn các bé nhận biết thế giới xung quanh ...",15400,Công Ty TNHH Văn Hóa Việt Thư,2020-12-01 00:00:00,14 x 14 cm,Bìa cứng,16,Nhà Xuất Bản Phụ Nữ Việt Nam,,,,
55,Bộ sách Nấu Ăn Thông Minh (Bộ 02 cuốn),https://salt.tikicdn.com/cache/280x280/ts/product/c9/94/be/dfa887483988cc628e50d1341083aa10.jpg,Nấu ăn,Nguyễn Quốc Thục Phương,"Hiểu biết về thực phẩm ngày càng trở nên quan trọng, đặc biệt khi đời sống hiện nay tồn tại nhiều mối nguy đáng lo ngại từ thực phẩm nhiễm bẩn đến các thông tin “vàng thau lẫn lộn” lan tràn. Bộ sách N...",237500,Sống,,,Bìa mềm,,Nhà Xuất Bản Thế Giới,,,,
56,Nấu Ăn Gia Đình (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/3a/e6/87/1c7f3ad3beded23376dc85791b42beea.jpg,Nấu ăn,Triệu Thị Chơi,"Nấu Ăn Gia Đình - 30 Thực Đơn Ngày Thường , 52 Món Ăn Ngày Chủ NhậtCuốn sách Nấu ăn gia đình giới thiệu đến bạn đọc thực đơn và cách chế biến các món ăn gia đình đa dạng: các món canh, các món xào, cá...",44000,Công Ty TNHH Văn Hóa Việt Thư,2019-12-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,223,Nhà Xuất Bản Hồng Đức,,,,
57,COMBO KHOA HỌC NẤU ĂN + CÂU CHUYỆN THỰC PHẨM,https://salt.tikicdn.com/cache/280x280/ts/product/f8/03/10/021acee44f59536d7de60775027beeae.jpg,Nấu ăn,"Stuart Farrimond,DK",Vậy là đầu năm nay ta có hai cuốn sách tốt về NẤU NƯỚNG hàng ngày.Đây là hai nhát bổ dọc và ngang của đề tài muôn năm cũ. Nếu như The story of FOOD cho ta hay tiến trình lịch sử xuất hiện thực phẩm ...,726000,Nhã Nam,2021-04-17 10:06:33,,Bìa cứng,,Nhà Xuất Bản Thế Giới,"Trần Trương Phúc Hạnh, Hà Dũng Minh",In màu toàn bộ,,
58,"Ăn Giảm Mỡ Máu, Mỡ Cơ Thể - Mỡ Nội Tạng (Tái Bản)",https://salt.tikicdn.com/cache/280x280/ts/product/fe/c3/79/d4ddb593bc58fd6b686bac05dfc442f9.jpg,Nấu ăn,TS.BS. Nguyễn Thị Minh Kiều,"Ăn Giảm Mỡ Máu, Mỡ Cơ Thể - Mỡ Nội Tạng- Mỡ máu, mỡ cơ thể từ đâu mà ra?- Bí quyết nấu món ăn giảm béo?- Ăn gì để tránh tăng mỡ máu, mỡ cơ thể?...",38400,Công Ty TNHH Văn Hóa Việt Thư,2019-07-01 00:00:00,"14.5 x 20,5 cm",Bìa mềm,198,,,,,
59,Combo Nữ Công Gia Chánh: Thần Dược Xanh + Ăn Xanh Để Khỏe + Dinh Dưỡng Xanh (Thần Bài Chữa Bách Bệnh - Tặng Kèm Bookmark Green Life),https://salt.tikicdn.com/cache/280x280/ts/product/ca/7e/20/bb965896354feb8cb71dde9f51a573f2.jpg,Nấu ăn, Nhiều Tác Giả,Combo Nữ Công Gia Chánh: Thần Dược Xanh + Ăn Xanh Để Khỏe + Dinh Dưỡng Xanh (Thần Bài Chữa Bách Bệnh - Tặng Kèm Bookmark Green Life) Top những cuốn sách nấu ăn chọn lọc nhất!Với những thực phẩm tươ...,247500,Thái Hà,,,Bìa mềm,,,,,,
60,Sách Chả Giò Ba Miền ,https://salt.tikicdn.com/cache/280x280/ts/product/38/38/5a/f9ed928f05ea6863a53a1bee73977f3d.jpg,Nấu ăn,Bùi Thị Minh Thủy,    Chả Giò Ba Miền      Nhà xuất bản : Nhà Xuất Bản Phụ Nữ.  Công ty phát hành : Phương Nam Book.  Tác giả : Bùi Thị Minh Thủy.  Kích thước : 19 x 23 cm.  Số trang : 112.  Ngày xuất bản : ...,100800,Phương Nam Book,2013-05-10 00:00:00,,Bìa mềm,112,Nhà Xuất Bản Phụ Nữ,,,,
61,Combo 2 Cuốn: Ăn Xanh Để Khỏe + Eat Clean - Thực Đơn 14 Ngày Thanh Lọc Cơ Thể Và Giảm Cân (Tuyệt Chiêu Xây Dựng Bữa Cơm Gia Đình - Tặng Kèm Bookmark Happy Life),https://salt.tikicdn.com/cache/280x280/ts/product/2a/81/79/95d07e98f0c50c2692e0d2094d1145a9.jpg,Nấu ăn,"Quỳnh Nga,Norman W.Walker","Combo 2 Cuốn: Ăn Xanh Để Khỏe + Eat Clean - Thực Đơn 14 Ngày Thanh Lọc Cơ Thể Và Giảm Cân (Tuyệt Chiêu Xây Dựng Bữa Cơm Gia Đình - Tặng Kèm Bookmark Happy Life) 1, Ăn Xanh Để KhỏeChất lượng t...",200500,Thái Hà,,,Bìa mềm,,,,,,
62,Món Ăn Được Ưa Thích - Món Xúp,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img007_1_4_1.jpg,Nấu ăn,Quỳnh Chi,Món Ăn Được Ưa Thích - Món Xúp...,28860,Công Ty TNHH Văn Hóa Việt Thư,2010-01-01 00:00:00,14.5 x 20.5cm,Bìa mềm,51,,,,,
63,Sách -  Món Ăn Được Nhiều Người Ưa Thích,https://salt.tikicdn.com/cache/280x280/ts/product/ff/d7/0f/cf8eebc495e0a3f07211377c2a70c208.jpg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân,       Nhà Cung Cấp: Cty Văn Hóa Việt Thư   Tác giả: Nguyễn Dzoãn Cẩm Vân   NXB: NXB Hồng Đức   Năm XB: 2016   Trọng lượng: 420 (gr)   Kích Thước: 16 x 23.5cm   Số trang: 239   Hình thức: B...,42900,Công Ty TNHH Văn Hóa Việt Thư,,,Bìa mềm,240,Nhà Xuất Bản Hồng Đức,,,,
64,Kỹ Thuật Làm Bánh Ngọt - Ngọt Ngào Hương Vị Bánh Mì (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/ed/f4/06/f20fec85101606b4cf99e2baecacf682.jpg,Nấu ăn,"Đình Bình, Đình Trung,Đình Bình ","Với một chiếc lò nướng bánh gia đình và một số dụng cụ, khi bạn làm đúng theo các bước hướng dẫn và công thức đảm bảo bạn luôn đi đúng đường, mùi thơm của bánh ngọt sẽ lan tỏa trong căn bếp nhà bạn. ...",70520,Phụ Nữ,,,,,Nhà Xuất Bản Phụ Nữ,,,,
65,Phương Pháp Chế Biến 100 Món Ăn Cho Trẻ (Từ 6 Tháng Đến 3 Tuổi),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img270.u547.d20160709.t141800.jpg,Nấu ăn,Vân Anh (biên soạn),Phương Pháp Chế Biến 100 Món Ăn Cho Trẻ (Từ 6 Tháng Đến 3 Tuổi) Phương Pháp Chế Biến 100 Món Ăn Cho Trẻ (Từ 6 Tháng Đến 3 Tuổi) được biên soạn nhằm cung cấp một số kiến thức về dinh dưỡng và phương p...,22400,Huy Hoàng Bookstore,2016-03-30 00:00:00,,Bìa mềm,143,,,,,
66,Siêu Đầu Bếp Nhí - Cuốn Sách Làm Bánh Đầu Tiên Của Con,https://salt.tikicdn.com/cache/280x280/ts/product/8f/30/7e/5b9f467fc5652b9b683bf5916f35c23d.jpg,Nấu ăn,Charity Mathews,"Bất kể em bé nhà bạn là con trai hay con gái, NẤU NƯỚNG là một kĩ năng mà con sẽ dùng đến suốt đời! Được học và thành thục các kĩ năng nấu ăn cơ bản từ khi còn nhỏ sẽ mang lại rất nhiều lợi ích cho sự...",119500,Messy Books,2021-06-01 00:00:00,17 x 24 cm,Bìa mềm,152,Nhà Xuất Bản Thế Giới,Anh Tú,,,
67,Kỹ Thuật Làm Bánh Ngọt - Cuốn Sách Cho Người Bắt Đầu Học Làm Bánh (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/fe/ca/56/bc24defbff25e7691fa51056cc593998.jpg,Nấu ăn,"Đình Bình, Đình Trung,Đình Bình ","Với một chiếc lò nướng bánh gia đình và một số dụng cụ, khi bạn làm đúng theo các bước hướng dẫn và công thức đảm bảo bạn luôn đi đúng đường, mùi thơm của bánh ngọt sẽ lan tỏa trong căn bếp nhà bạn. ...",63960,Phụ Nữ,,,,,Nhà Xuất Bản Phụ Nữ,,,,
68,Về Nhà Ăn Cơm,https://salt.tikicdn.com/cache/280x280/ts/product/71/2b/28/8674cd0560a17f5265356428ae2447b1.jpg,Nấu ăn,Nguyễn Văn Đức,"Về Nhà Ăn CơmĂn chay không chỉ còn nằm ở khuôn khổ tâm linh mà ngày nay còn đang dần trở thành xu hướng được nhiều người chọn lựa kể cả những bạn trẻ.Bởi vậy, càng ngày đồ ăn chay càng được chế biế...",161203,I Love Cookbooks,2018-08-20 17:45:00,<p>17 x 24 cm</p>,Bìa mềm,224,,,,,
69,"Các Món Heo, Bò, Gà, Vịt (Tái Bản)",https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img086_2_1.jpg,Nấu ăn,Triệu Thị Chơi,"Các Món Heo, Bò, Gà, Vịt  Mục lục Sườn xốt chua ngọt Suờn bọc nhân chiên giòn Cốt lết nướng Heo nướng cốt dừa Đùi gà tẩm bột chiên xù Gà nướng mọi Vịt nấu chao Vịt tiềm hạt sen Bò nấu đậu ....",28860,Công Ty TNHH Văn Hóa Việt Thư,2010-09-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,63,,,,,
70,Song Ngữ Anh - Việt CBKPTGXQ - Rau Củ,https://salt.tikicdn.com/cache/280x280/ts/product/71/e6/8c/9d47a8a49e446518cb53deae03975b65.jpg,Nấu ăn,Hải Phạm,"Xung quanh bé biết bao điều kỳ thú và trẻ nhỏ luôn tò mò về thế giới để tìm hiểu, khám phá.Bộ sách “Cùng bé khám phá thế giới xung quanh” sẽ giúp bố mẹ hướng dẫn các bé nhận biết thế giới xung quanh ...",15400,Công Ty TNHH Văn Hóa Việt Thư,2020-12-01 00:00:00,14 x 14 cm,Bìa cứng,16,Nhà Xuất Bản Phụ Nữ Việt Nam,,,,
71,Combo 2 cuốn sách dậy nấu ăn tốt cho sức khỏe : Dinh Dưỡng Xanh + Để Ăn Không Phải Băn Khoăn ( Tặng kèm Bookmark Happy Life),https://salt.tikicdn.com/cache/280x280/ts/product/cd/44/0f/0b6cbd7653a5df21011a2c57f96897d0.jpg,Nấu ăn,Nhiều Tác Giả,"Combo 2 cuốn sách dậy nấu ăn tốt cho sức khỏe : Dinh Dưỡng Xanh + Để Ăn Không Phải Băn KhoănDinh Dưỡng XanhTrong hơn 35 năm hành nghề bác sĩ tâm thần học, tôi đã học được một điều quan trọng: rất kh...",127512,Thái Hà,,,Bìa mềm,,,,,,
72,Sách - Nhịn Ăn Gián Đoạn,https://salt.tikicdn.com/cache/280x280/ts/product/55/66/d2/e40bc096f916b7e58f6944426b1261a2.jpg,Nấu ăn,Gin Stephens,       NHỊN ĂN GIÁN ĐOẠN   Intermittent Fasting   Phương pháp giảm cân an toàn và khoa học được yêu thích nhất   Tác giả: Gin Stephens   Bìa mềm   Dịch giả: Nguyên Phạm   Số tr...,77000,I love Cookbook,,,,248,Nhà Xuất Bản Thế Giới,,,,
73,Các Món Nướng Thông Dụng (Xuân Hương),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img677.u2469.d20160604.t155511.jpg,Nấu ăn,Nguyễn Thị Phụng,"Các Món Nướng Thông Dụng Quyển sách Các Món Nướng Thông Dụng cung cấp cho bạn những công thức nấu nướng thông dụng nhất, dễ thực hiện với những kỹ thuật không quá cao. Vì vậy, những ai ít khéo tay tr...",37380,DNTN Văn Hóa Phẩm Xuân Hương,2014-12-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,183,,,,,
74,Julia Child Và Cuộc Sống Ở Pháp - Tình Yêu – Sự Nghiệp Và Những Món Ăn Mang Tên Huyền ThoạI,https://salt.tikicdn.com/cache/280x280/ts/product/b1/fc/74/bcdb90cece273d352f7251054306d2db.jpg,Nấu ăn,"Julia Child,Alex Prud'homme","Đây là một cuốn sách về những điều tôi yêu nhất trong cuộc đời mình: chồng của tôi - Paul Child, nước Pháp tươi đẹp và những niềm vui từ nấu ăn, thưởng thức vô vàn món ăn ngon lành. Nấu ăn là m...",119200,I Love Cookbooks,2020-03-01 11:38:28,17 x 24 cm,Bìa mềm,424,Nhà Xuất Bản Thế Giới,,,,
75,Món Ăn Ngày Thường (Tái Bản),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img263_1_1_2.jpg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân, Món Ăn Ngày Thường Nội dung bao gồm: Tôm rang nước dừa Măng nhồi thịt vịt Đậu đũa xào trứng Nhộng rang lá chanh Tôm xào thập cẩm Bầu xào tôm thịt Tép xào khế chua Đậu hũ xào sa tế Cánh gà ...,28860,Công Ty TNHH Văn Hóa Việt Thư,2010-12-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,,,,,
76,Món Chay Ngon Và Lành,https://salt.tikicdn.com/cache/280x280/media/catalog/product/d/s/dsc_0010.u5505.d20170801.t115146.220269.jpg,Nấu ăn,Đỗ Kim Trung,"Món Chay Ngon Và Lành Tăng cường ăn các món chay và rau củ quả sẽ giúp bạn luôn tươi trẻ và có một sức đề kháng tốt. Đặc biệt, những nghiên cứu khoa học đã chứng minh rằng, ăn chay mang lại lợi ích r...",24750,Công Ty TNHH Văn Hóa Việt Thư,2017-07-21 00:00:00,16 x 21 cm,Bìa mềm,64,Nhà Xuất Bản Hồng Đức,,,,
77,"Combo Thay Đổi Thói Quen - Cải Thiện Sức Khỏe Của Bản Thân và Gia Đình: Green Smoothies - Giảm Cân, Làm Đẹp Da, Tăng Cường Sức Đề Kháng Với 7 Ngày Uống Sinh Tố Xanh + Chào Juice / Thanh Lọc Cơ Thể, Tăng Cường Sức Đề Kháng",https://salt.tikicdn.com/cache/280x280/ts/product/9c/a5/3d/11468db6012c68721146c6fd7b49ed19.jpg,Nấu ăn, Nhiều Tác Giả,"Combo Thay Đổi Thói Quen - Cải Thiện Sức Khỏe Của Bản Thân và Gia Đình: Green Smoothies - Giảm Cân, Làm Đẹp Da, Tăng Cường Sức Đề Kháng Với 7 Ngày Uống Sinh Tố Xanh + Chào Juice / Thanh Lọc...",283500,AZ Việt Nam,,,Bìa mềm,,Nhà Xuất Bản Thế Giới,,,,
