,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
25,Từ Điển Tiếng Việt Dành Cho Học Sinh,https://salt.tikicdn.com/cache/280x280/media/catalog/product/r/p/rp_qml_tudientiengviet_danhchohocsinh-2-.u5131.d20170621.t171138.683500.jpg,Tiếng Việt,"Từ Điển Tiếng Việt Dành Cho Học Sinh Sách được biên soạn nhằm giúp các thầy, cô giáo, các em học sinh, sinh viên có thêm một công cụ để tiếp xúc với hệ thống vốn từ ngữ hết sức đa dạng, phong phú và ...",60000.0,11 x 18 cm,492.0,Nhiều Tác Giả,,,,,Từ Điển Tiếng Việt Dành Cho Học Sinh,https://salt.tikicdn.com/cache/280x280/media/catalog/product/r/p/rp_qml_tudientiengviet_danhchohocsinh-2-.u5131.d20170621.t171138.683500.jpg,Tiếng Việt,Nhiều Tác Giả,"Từ Điển Tiếng Việt Dành Cho Học Sinh Sách được biên soạn nhằm giúp các thầy, cô giáo, các em học sinh, sinh viên có thêm một công cụ để tiếp xúc với hệ thống vốn từ ngữ hết sức đa dạng, phong phú và ...",60000.0,Minh Long,2017-06-01 00:00:00,Bìa mềm,492.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,11 x 18 cm,,2017
26,Combo 3 Quyển Từ Điển Chính Tả - Đồng Âm Tiếng Việt - Từ Láy Tiếng Việt (Dành Cho Học Sinh),https://salt.tikicdn.com/cache/280x280/ts/product/f0/7e/4b/c4d2c5e4f66fdf8530c33d904897fd60.png,Tiếng Việt,Combo 3 Quyển Từ Điển Chính Tả - Đồng Âm Tiếng Việt - Từ Láy Tiếng Việt (Dành Cho Học Sinh)Từ Điển Từ Láy Tiếng Việt (Dành Cho Học Sinh) là cuốn sách giúp cho học sinh có thể hiểu được các từ láy một...,156870.0,,,Bích Hằng,,,,,Combo 3 Quyển Từ Điển Chính Tả - Đồng Âm Tiếng Việt - Từ Láy Tiếng Việt (Dành Cho Học Sinh),https://salt.tikicdn.com/cache/280x280/ts/product/f0/7e/4b/c4d2c5e4f66fdf8530c33d904897fd60.png,Tiếng Việt,Bích Hằng,Combo 3 Quyển Từ Điển Chính Tả - Đồng Âm Tiếng Việt - Từ Láy Tiếng Việt (Dành Cho Học Sinh)Từ Điển Từ Láy Tiếng Việt (Dành Cho Học Sinh) là cuốn sách giúp cho học sinh có thể hiểu được các từ láy một...,156870.0,Khang Việt,,Bìa mềm,,Nhà Xuất Bản Dân Trí,,,
27,Từ Điển Chính Tả (Dành Cho Học Sinh),https://salt.tikicdn.com/cache/280x280/ts/product/e8/83/5c/63629dc119480300e302ea8a42767cfd.jpg,Tiếng Việt,Tiếng Việt cũng như nhiều ngôn ngữ bác luôn phải có những thay đổi để phù hợp với sự tiến bộ chung của loài người. Tuy nhiên dù có thay đổi như thế nào thì vẫn dựa trên những chuẩn mực nhất định. Chí...,49000.0,11 x 18 cm,496.0,Bích Hằng,,,,,Từ Điển Chính Tả (Dành Cho Học Sinh),https://salt.tikicdn.com/cache/280x280/ts/product/e8/83/5c/63629dc119480300e302ea8a42767cfd.jpg,Tiếng Việt,Bích Hằng,Tiếng Việt cũng như nhiều ngôn ngữ bác luôn phải có những thay đổi để phù hợp với sự tiến bộ chung của loài người. Tuy nhiên dù có thay đổi như thế nào thì vẫn dựa trên những chuẩn mực nhất định. Chí...,49000.0,Khang Việt Book,2019-04-01 00:00:00,Bìa mềm,496.0,Nhà Xuất Bản Dân Trí,11 x 18 cm,,
28,Từ Điển Tranh Về Các Con Vật,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-tranh-ve-cac-loai-vat_2.jpg,Tiếng Việt,"Thế giới động vật vô cùng phong phú, đa dạng, có hàng triệu loài phân bố khắp nơi trên thế giới, từ núi cao đến biển sâu, từ nước đến cạn, rồi cả đến những vùng cực quanh năm băng tuyết... Mỗi loài lạ...",27300.0,20.5 x 29.5 cm,32.0,Nhiều Tác Giả,,,,,Từ Điển Tranh Về Các Con Vật,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-tranh-ve-cac-loai-vat_2.jpg,Tiếng Việt,Nhiều Tác Giả,"Thế giới động vật vô cùng phong phú, đa dạng, có hàng triệu loài phân bố khắp nơi trên thế giới, từ núi cao đến biển sâu, từ nước đến cạn, rồi cả đến những vùng cực quanh năm băng tuyết... Mỗi loài lạ...",27300.0,Minh Long,2012-06-11 00:00:00,Bìa mềm,32.0,Nhà Xuất Bản Dân Trí,20.5 x 29.5 cm,,
29,Combo Từ điển thành ngữ Tục ngữ Việt Nam - Tục Ngữ Ca dao Dân Ca,https://salt.tikicdn.com/cache/280x280/ts/product/eb/23/f2/3b5f9430b5ce7fa0dc63084941f35e55.jpg,Tiếng Việt,"Từ Điển Thành Ngữ Và Tục Ngữ Việt NamHiểu và vận dụng linh hoạt thành ngữ, tục ngữ và các tình huống cụ thể sẽ giúp chúng ta biết nói đúng và viết đúng, để có thể tiến tới nói hay và viết hay. Sự ra ...",295000.0,,,"G.S Nguyễn Lân,Vũ Ngọc Phan",,,,,Combo Từ điển thành ngữ Tục ngữ Việt Nam - Tục Ngữ Ca dao Dân Ca,https://salt.tikicdn.com/cache/280x280/ts/product/eb/23/f2/3b5f9430b5ce7fa0dc63084941f35e55.jpg,Tiếng Việt,"G.S Nguyễn Lân,Vũ Ngọc Phan","Từ Điển Thành Ngữ Và Tục Ngữ Việt NamHiểu và vận dụng linh hoạt thành ngữ, tục ngữ và các tình huống cụ thể sẽ giúp chúng ta biết nói đúng và viết đúng, để có thể tiến tới nói hay và viết hay. Sự ra ...",295000.0,Nhà sách Minh Thắng,,Bìa cứng,,Nhà Xuất Bản Văn Học,,,
30,Từ Điển Chính Tả Tiếng Việt,https://salt.tikicdn.com/cache/280x280/ts/product/93/0c/e8/51edca1cf05023862ad152586e9e8ac3.jpg,Tiếng Việt,"Từ Điển Chính Tả Tiếng Việt ""Nhiều phụ huynh thắc mắc: Nên mua sách gì cho con? Câu trả lời của các chuyên gia là: Từ điển - cuốn sách đầu tiên mà một con người có thể dùng trong suốt cả cuộc đời. V...",82000.0,580,808.0,Nguyễn Văn Khang,,,,,Từ Điển Chính Tả Tiếng Việt,https://salt.tikicdn.com/cache/280x280/ts/product/93/0c/e8/51edca1cf05023862ad152586e9e8ac3.jpg,Tiếng Việt,Nguyễn Văn Khang,"Từ Điển Chính Tả Tiếng Việt ""Nhiều phụ huynh thắc mắc: Nên mua sách gì cho con? Câu trả lời của các chuyên gia là: Từ điển - cuốn sách đầu tiên mà một con người có thể dùng trong suốt cả cuộc đời. V...",82000.0,Nhà sách Minh Thắng,2018-08-21 00:00:00,Bìa cứng,808.0,,580,,
31,Từ Điển Tiếng Việt (100.000 Từ) ,https://salt.tikicdn.com/cache/280x280/ts/product/93/65/50/fa742617662e8eba9be2b316380309d4.jpg,Tiếng Việt,"Từ Điển Tiếng Việt (100.000 Từ)Từ Điển Tiếng Việt (100.000 Từ), nhằm phục vụ nhu cầu học từ điển tiếng việt của bạn đọc, tác giả Thái Xuân Đệ đã biên soạn ra quyển từ điển tiếng Việt này, sách được tá...",61500.0,10x15,819.0,Thái Xuân Đệ,,,,,Từ Điển Tiếng Việt (100.000 Từ) ,https://salt.tikicdn.com/cache/280x280/ts/product/93/65/50/fa742617662e8eba9be2b316380309d4.jpg,Tiếng Việt,Thái Xuân Đệ,"Từ Điển Tiếng Việt (100.000 Từ)Từ Điển Tiếng Việt (100.000 Từ), nhằm phục vụ nhu cầu học từ điển tiếng việt của bạn đọc, tác giả Thái Xuân Đệ đã biên soạn ra quyển từ điển tiếng Việt này, sách được tá...",61500.0,Nhà Sách Hồng Ân,2018-12-01 00:00:00,Bìa mềm,819.0,Nhà Xuất Bản Hải Phòng,10x15,,
32,Từ Điển Việt - Hàn,https://salt.tikicdn.com/cache/280x280/ts/product/7c/fe/2d/c34f140465db5350719fe79129bc659e.jpg,Tiếng Việt,"Từ Điển Việt - HànVới cách trình bày khoa học và giải thích rõ ràng, cuốn từ điển sẽ đáp ứng được yêu cầu của tất cả những người đang học và sử dụng tiếng Hàn. Hy vọng cuốn từ điển sẽ là cẩm nang tra...",56000.0,10 x 15 cm,1152.0,"Ngân Giang,Tấn Thừa",,,,,Từ Điển Việt - Hàn,https://salt.tikicdn.com/cache/280x280/ts/product/7c/fe/2d/c34f140465db5350719fe79129bc659e.jpg,Tiếng Việt,"Ngân Giang,Tấn Thừa","Từ Điển Việt - HànVới cách trình bày khoa học và giải thích rõ ràng, cuốn từ điển sẽ đáp ứng được yêu cầu của tất cả những người đang học và sử dụng tiếng Hàn. Hy vọng cuốn từ điển sẽ là cẩm nang tra...",56000.0,Nhà Sách Hồng Ân,,Bìa mềm,1152.0,Nhà Xuất Bản Đà Nẵng,10 x 15 cm,,
33,Từ Điển Tranh Về Rau - Củ - Quả - Hoa (Tái Bản 2012),https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-tranh-ve-rau-cu-qua_2.jpg,Tiếng Việt,"Sách giáo dục tri thức dành cho trẻ em với cách trình bày sáng tạo kèm hình ảnh minh họa màu tươi sáng, đẹp mắt. Các bé sẽ tiếp thu những kiến thức phong phú về môi trường xung quanh  một cách tự nhi...",24000.0,20.5 x 29.5 cm,32.0,Nhiều Tác Giả,,,,,Từ Điển Tranh Về Rau - Củ - Quả - Hoa (Tái Bản 2012),https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-tranh-ve-rau-cu-qua_2.jpg,Tiếng Việt,Nhiều Tác Giả,"Sách giáo dục tri thức dành cho trẻ em với cách trình bày sáng tạo kèm hình ảnh minh họa màu tươi sáng, đẹp mắt. Các bé sẽ tiếp thu những kiến thức phong phú về môi trường xung quanh  một cách tự nhi...",24000.0,Minh Long,2012-06-11 00:00:00,Bìa mềm,32.0,Nhà Xuất Bản Dân Trí,20.5 x 29.5 cm,,
34,Từ Điển Tiếng Việt (65000 Từ) ,https://salt.tikicdn.com/cache/280x280/ts/product/86/aa/93/6de243ed94896245bfbb67066ad85557.jpg,Tiếng Việt,"Từ Điển Tiếng Việt (65000 Từ)  ​ Từ Điển Tiếng Việt (65000 Từ) là cuốn từ điển giúp người học và sử dụng Tiếng Việt thêm hiểu biết, trân trọng, yêu mến tiếng Việt. Đồng thời nâng cao khả năng sử dụ...",60000.0,,,Thái Xuân Đệ,,,,,Từ Điển Tiếng Việt (65000 Từ) ,https://salt.tikicdn.com/cache/280x280/ts/product/86/aa/93/6de243ed94896245bfbb67066ad85557.jpg,Tiếng Việt,Thái Xuân Đệ,"Từ Điển Tiếng Việt (65000 Từ)  ​ Từ Điển Tiếng Việt (65000 Từ) là cuốn từ điển giúp người học và sử dụng Tiếng Việt thêm hiểu biết, trân trọng, yêu mến tiếng Việt. Đồng thời nâng cao khả năng sử dụ...",60000.0,Nhà Sách Hồng Ân,,,,Nhà Xuất Bản Hải Phòng,,,
35,Sổ Tay Từ Ngữ Tiếng Việt (Dùng Cho Học Sinh),https://salt.tikicdn.com/cache/280x280/media/catalog/product/s/o/so-tay-tu-ngu-tieng-viet-dung-cho-hoc-sinh-300.jpg,Tiếng Việt,Sổ Tay Từ Ngữ Tiếng Việt (Dùng Cho Học Sinh)Cuốn Sổ Tay Từ Ngữ Tiếng Việt (Dùng Cho Học Sinh) tập hợp và giải thích các đơn vị từ ngữ có tần số sử dụng tương đối nhiều mà một phần không nhỏ trong số đ...,34000.0,11 x 18 cm ,336.0,Nguyễn Thanh Lâm - Nguyễn Tú Phương,,,,,Sổ Tay Từ Ngữ Tiếng Việt (Dùng Cho Học Sinh),https://salt.tikicdn.com/cache/280x280/media/catalog/product/s/o/so-tay-tu-ngu-tieng-viet-dung-cho-hoc-sinh-300.jpg,Tiếng Việt,Nguyễn Thanh Lâm - Nguyễn Tú Phương,Sổ Tay Từ Ngữ Tiếng Việt (Dùng Cho Học Sinh)Cuốn Sổ Tay Từ Ngữ Tiếng Việt (Dùng Cho Học Sinh) tập hợp và giải thích các đơn vị từ ngữ có tần số sử dụng tương đối nhiều mà một phần không nhỏ trong số đ...,34000.0,Minh Long,2015-12-08 00:00:00,Bìa mềm,336.0,,11 x 18 cm ,,
36,Từ Điển Tranh Về Rau - Củ - Quả - Hoa,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/image_1038_.jpg,Tiếng Việt,"Từ Điển Tranh Về Rau - Củ - Quả - Hoa Sách giáo dục tri thức dành cho trẻ em với cách trình bày sáng tạo kèm hình ảnh minh họa màu tươi sáng, đẹp mắt. Các bé sẽ tiếp thu những kiến thức phong phú về...",44000.0,20.5 x 29.5 cm,34.0,Nhiều Tác Giả,,,,,Từ Điển Tranh Về Rau - Củ - Quả - Hoa,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/image_1038_.jpg,Tiếng Việt,Nhiều Tác Giả,"Từ Điển Tranh Về Rau - Củ - Quả - Hoa Sách giáo dục tri thức dành cho trẻ em với cách trình bày sáng tạo kèm hình ảnh minh họa màu tươi sáng, đẹp mắt. Các bé sẽ tiếp thu những kiến thức phong phú về...",44000.0,Minh Long,2012-05-31 00:00:00,Bìa cứng,34.0,Nhà Xuất Bản Dân Trí,20.5 x 29.5 cm,,
37,Từ Điển Tiếng Việt,https://salt.tikicdn.com/cache/280x280/ts/product/f2/28/55/dcecb5e1984df65832baec6b985d96b2.jpg,Tiếng Việt,Từ Điển Tiếng Việt giúp việc tra cứu nghĩa và nội dung các từ dễ dàng hơn.Mời bạn đón đọc....,51750.0,16 x 24 cm,602.0,Nguyễn Minh Hoàng,,,,,Từ Điển Tiếng Việt,https://salt.tikicdn.com/cache/280x280/ts/product/f2/28/55/dcecb5e1984df65832baec6b985d96b2.jpg,Tiếng Việt,Nguyễn Minh Hoàng,Từ Điển Tiếng Việt giúp việc tra cứu nghĩa và nội dung các từ dễ dàng hơn.Mời bạn đón đọc....,51750.0,Khang Việt Book,2019-04-01 00:00:00,Bìa mềm,602.0,Nhà Xuất Bản Từ Điển Bách Khoa,16 x 24 cm,,
38,Sách - Từ Điển Khoa Học - 1000 Phương Tiện Di Chuyển (tặng kèm bookmark thiết kế),https://salt.tikicdn.com/cache/280x280/ts/product/7e/9a/14/ee6a7ab87579951516e278e705bf13d1.jpg,Tiếng Việt,       Tác giả: Gabriele Antonini   Năm xuất bản: 2019   Số trang: 33   Giới thiệu sách:   Cuốn sách kỳ thú này chắc chắn chứa đựng hình ảnh tất cả các loại phương tiện di chuyển cậu từng nhìn...,156000.0,,,Gabriele Antonini,,,,,Sách - Từ Điển Khoa Học - 1000 Phương Tiện Di Chuyển (tặng kèm bookmark thiết kế),https://salt.tikicdn.com/cache/280x280/ts/product/7e/9a/14/ee6a7ab87579951516e278e705bf13d1.jpg,Tiếng Việt,Gabriele Antonini,       Tác giả: Gabriele Antonini   Năm xuất bản: 2019   Số trang: 33   Giới thiệu sách:   Cuốn sách kỳ thú này chắc chắn chứa đựng hình ảnh tất cả các loại phương tiện di chuyển cậu từng nhìn...,156000.0,Nhã Nam,,,,Nhà Xuất Bản Hà Nội,,,
39,Tớ Đến Với Khoa Học: Vật Liệu Quanh Em (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/79/d6/c7/8c050f32bb3fbd924229b3c3efc51c0d.jpg,Tiếng Việt,04 cuốn tớ đến với khoa học là một trong bốn chủ đề của bộ sách Tớ đến với:- Đa dạng thực vật- Đời sống động vật- Vật liệu quanh em- Thời tiết và các mùaTóm tắt nội dung:Bộ sách Tớ đến với đem l...,39200.0,20.5 x 26.5 cm,24.0,Emma Ranade,,,,,Tớ Đến Với Khoa Học: Vật Liệu Quanh Em (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/79/d6/c7/8c050f32bb3fbd924229b3c3efc51c0d.jpg,Tiếng Việt,Emma Ranade,04 cuốn tớ đến với khoa học là một trong bốn chủ đề của bộ sách Tớ đến với:- Đa dạng thực vật- Đời sống động vật- Vật liệu quanh em- Thời tiết và các mùaTóm tắt nội dung:Bộ sách Tớ đến với đem l...,39200.0,Alphabooks,2021-07-01 00:00:00,Bìa mềm,24.0,Nhà Xuất Bản Dân Trí,20.5 x 26.5 cm,Alphabooks,
